store_id,date,is_holiday,temperature,fuel_price,cpi,unemployment,fed_funds,ics,weekly_sales
7,2010-08-13,0,60.13,2.723,190.2611552,9.017,0.19,68.9,132.44241108493478
32,2010-08-13,0,74.97,2.723,190.2611552,9.017,0.19,68.9,159.1626713721377
3,2010-08-13,0,86.74,2.692,214.9730444,7.346,0.19,68.9,113.05836999009969
21,2010-08-13,0,89.65,2.692,211.2951413,8.099,0.19,68.9,143.2937580714873
2,2010-08-13,0,89.05,2.692,211.2951413,8.099,0.19,68.9,182.4636986052015
30,2010-08-13,0,89.65,2.692,211.2951413,8.099,0.19,68.9,121.878398772287
10,2010-08-13,0,88.37,3.049,126.064,9.199,0.19,68.9,184.2366687905401
13,2010-08-13,0,74.93,2.837,126.064,7.951,0.19,68.9,181.98218972507132
44,2010-08-13,0,74.93,2.837,126.064,7.804,0.19,68.9,108.27035100022597
22,2010-08-13,0,74.75,2.81,136.4928214,8.433,0.19,68.9,152.51516598430402
33,2010-08-13,0,95.57,3.049,126.064,9.495,0.19,68.9,105.50122329454692
25,2010-08-13,0,72.73,2.805,204.8533784,7.527,0.19,68.9,137.60103621473556
36,2010-08-13,0,86.06,2.644,210.3943056,8.36,0.19,68.9,123.85195621959737
27,2010-08-13,0,77.36,2.923,136.4928214,7.982,0.19,68.9,181.62828324979907
43,2010-08-13,0,86.31,2.692,203.5385,9.816,0.19,68.9,139.1106997929782
35,2010-08-13,0,77.36,2.805,136.4928214,8.861,0.19,68.9,156.5348412543888
12,2010-08-13,0,87.01,3.159,126.064,14.18,0.19,68.9,149.6798810579762
38,2010-08-13,0,87.01,3.159,126.064,14.18,0.19,68.9,113.22625484907608
16,2010-08-13,0,63.91,2.723,190.2611552,6.868,0.19,68.9,128.96405372389577
15,2010-08-13,0,72.17,2.923,132.63,8.099,0.19,68.9,133.9182591790194
45,2010-08-13,0,78.44,2.805,182.6226346,8.743,0.19,68.9,139.5854970611136
6,2010-08-13,0,86.83,2.692,213.1677529,6.973,0.19,68.9,172.4975235776733
34,2010-08-13,0,76.72,2.698,126.064,9.816,0.19,68.9,150.69931605799317
40,2010-08-13,0,67.47,2.81,132.63,5.326,0.19,68.9,149.4889203992134
24,2010-08-13,0,74.17,2.923,132.63,8.117,0.19,68.9,167.24312664877507
9,2010-08-13,0,86.85,2.692,215.2039756,6.442,0.19,68.9,124.68765622865105
5,2010-08-13,0,87.41,2.692,212.1978889,6.496,0.19,68.9,107.79261730374091
42,2010-08-13,0,88.37,3.049,126.064,9.199,0.19,68.9,131.50099075252587
4,2010-08-13,0,78.08,2.698,126.064,7.372,0.19,68.9,185.3717527726857
20,2010-08-13,0,75.98,2.805,204.8533784,7.527,0.19,68.9,186.9881403708635
23,2010-08-13,0,67.43,2.81,132.63,5.326,0.19,68.9,165.9605035932924
8,2010-08-13,0,80.11,2.692,215.0196857,6.315,0.19,68.9,146.9080819457588
28,2010-08-13,0,87.01,3.159,126.064,14.18,0.19,68.9,161.4363809912967
31,2010-08-13,0,89.65,2.692,211.2951413,8.099,0.19,68.9,165.3204358521954
26,2010-08-13,0,61.58,2.81,132.63,8.445,0.19,68.9,153.3137406955396
41,2010-08-13,0,70.24,2.723,190.2611552,7.335,0.19,68.9,163.86189595388834
11,2010-08-13,0,87.73,2.692,214.9730444,7.346,0.19,68.9,167.24632124246403
1,2010-08-13,0,87.0,2.692,211.6394211,7.787,0.19,68.9,171.26852753446994
29,2010-08-13,0,74.75,2.81,132.63,10.409,0.19,68.9,125.64450573159127
39,2010-08-13,0,85.66,2.692,210.3943056,8.36,0.19,68.9,166.81355290296068
18,2010-08-13,0,74.19,2.81,132.63,9.342,0.19,68.9,156.30060148939492
19,2010-08-13,0,72.71,2.923,132.63,8.099,0.19,68.9,168.3651018641767
4,2010-08-20,0,78.83,2.671,126.0766452,7.372,0.19,68.9,185.1190439097634
18,2010-08-20,0,71.76,2.796,132.6616129,9.342,0.19,68.9,158.54460983259136
27,2010-08-20,0,75.16,2.913,136.5249182,7.982,0.19,68.9,183.5549230447539
3,2010-08-20,0,88.02,2.664,214.9314191,7.346,0.19,68.9,114.17546158888346
40,2010-08-20,0,67.05,2.796,132.6616129,5.326,0.19,68.9,149.8648416755485
20,2010-08-20,0,75.34,2.779,204.8217044,7.527,0.19,68.9,184.55745261051226
29,2010-08-20,0,73.21,2.796,132.6616129,10.409,0.19,68.9,128.15536042843948
16,2010-08-20,0,63.59,2.732,190.2948237,6.868,0.19,68.9,127.46941404393893
23,2010-08-20,0,68.65,2.796,132.6616129,5.326,0.19,68.9,169.0812070720167
25,2010-08-20,0,71.81,2.779,204.8217044,7.527,0.19,68.9,139.70579537917175
30,2010-08-20,0,89.58,2.664,211.2596586,8.099,0.19,68.9,122.10640484902532
1,2010-08-20,0,86.65,2.664,211.6033633,7.787,0.19,68.9,171.4207716837228
44,2010-08-20,0,76.34,2.85,126.0766452,7.804,0.19,68.9,107.6088257123259
38,2010-08-20,0,92.81,3.041,126.0766452,14.18,0.19,68.9,112.07177437260214
12,2010-08-20,0,92.81,3.041,126.0766452,14.18,0.19,68.9,150.57758335430225
8,2010-08-20,0,79.36,2.664,214.9779825,6.315,0.19,68.9,147.03774060753383
15,2010-08-20,0,71.1,2.913,132.6616129,8.099,0.19,68.9,134.7897932861202
35,2010-08-20,0,75.16,2.779,136.5249182,8.861,0.19,68.9,154.2235530055933
10,2010-08-20,0,89.88,3.041,126.0766452,9.199,0.19,68.9,184.7592578441826
31,2010-08-20,0,89.58,2.664,211.2596586,8.099,0.19,68.9,166.98553965348881
34,2010-08-20,0,76.45,2.671,126.0766452,9.816,0.19,68.9,152.17512575167686
41,2010-08-20,0,66.19,2.732,190.2948237,7.335,0.19,68.9,166.21614667834444
42,2010-08-20,0,89.88,3.041,126.0766452,9.199,0.19,68.9,126.0450461544022
28,2010-08-20,0,92.81,3.041,126.0766452,14.18,0.19,68.9,160.59275429606964
6,2010-08-20,0,87.36,2.664,213.1291427,6.973,0.19,68.9,172.258492658946
43,2010-08-20,0,85.26,2.664,203.5092419,9.816,0.19,68.9,139.07751898489101
17,2010-08-20,0,67.04,2.85,126.0766452,6.697,0.19,68.9,142.80617046616243
11,2010-08-20,0,88.93,2.664,214.9314191,7.346,0.19,68.9,168.7643518145251
37,2010-08-20,0,85.54,2.664,210.3617581,8.36,0.19,68.9,125.05005015864579
26,2010-08-20,0,62.68,2.796,132.6616129,8.445,0.19,68.9,153.12176283608238
5,2010-08-20,0,87.71,2.664,212.1608984,6.496,0.19,68.9,107.86941519576625
36,2010-08-20,0,85.54,2.604,210.3617581,8.36,0.19,68.9,121.39959639470338
22,2010-08-20,0,73.21,2.796,136.5249182,8.433,0.19,68.9,153.52834016478772
7,2010-08-20,0,59.59,2.732,190.2948237,9.017,0.19,68.9,131.45524818041642
14,2010-08-20,0,76.01,2.779,182.6165205,8.743,0.19,68.9,186.64045044133258
13,2010-08-20,0,76.34,2.85,126.0766452,7.951,0.19,68.9,185.12459808618257
2,2010-08-20,0,88.7,2.664,211.2596586,8.099,0.19,68.9,184.27142899995707
19,2010-08-20,0,72.22,2.913,132.6616129,8.099,0.19,68.9,168.40973104697377
32,2010-08-20,0,71.46,2.732,190.2948237,9.017,0.19,68.9,160.36834438282978
33,2010-08-20,0,96.46,3.041,126.0766452,9.495,0.19,68.9,101.40912967423947
39,2010-08-20,0,85.73,2.664,210.3617581,8.36,0.19,68.9,170.11196191497797
24,2010-08-20,0,72.17,2.913,132.6616129,8.117,0.19,68.9,166.94301471176576
9,2010-08-20,0,86.3,2.664,215.1619646,6.442,0.19,68.9,125.93106077491815
21,2010-08-20,0,89.58,2.664,211.2596586,8.099,0.19,68.9,146.0041507530072
45,2010-08-20,0,76.01,2.779,182.6165205,8.743,0.19,68.9,138.84330362847564
22,2010-08-27,0,68.99,2.77,136.557015,8.433,0.19,68.9,156.1683189226137
2,2010-08-27,0,87.12,2.619,211.2241759,8.099,0.19,68.9,181.61221786938978
11,2010-08-27,0,87.7,2.619,214.8897938,7.346,0.19,68.9,164.74948141817984
23,2010-08-27,0,63.25,2.77,132.6932258,5.326,0.19,68.9,173.62960982473263
1,2010-08-27,0,85.22,2.619,211.5673056,7.787,0.19,68.9,169.38138438295553
41,2010-08-27,0,70.59,2.731,190.3284922,7.335,0.19,68.9,159.7382568336101
7,2010-08-27,0,57.57,2.731,190.3284922,9.017,0.19,68.9,129.65757680627325
17,2010-08-27,0,65.03,2.854,126.0892903,6.697,0.19,68.9,143.74391652945553
35,2010-08-27,0,70.31,2.755,136.557015,8.861,0.19,68.9,149.20399913281662
12,2010-08-27,0,93.19,3.129,126.0892903,14.18,0.19,68.9,153.0004684925786
34,2010-08-27,0,72.87,2.621,126.0892903,9.816,0.19,68.9,146.31657981273082
18,2010-08-27,0,67.05,2.77,132.6932258,9.342,0.19,68.9,161.27494956929715
44,2010-08-27,0,75.31,2.854,126.0892903,7.804,0.19,68.9,108.49177600211274
25,2010-08-27,0,67.15,2.755,204.7900305,7.527,0.19,68.9,139.001001775942
36,2010-08-27,0,84.62,2.562,210.3292106,8.36,0.19,68.9,119.34771217972362
45,2010-08-27,0,71.36,2.755,182.6104063,8.743,0.19,68.9,139.55761599827136
13,2010-08-27,0,75.31,2.854,126.0892903,7.951,0.19,68.9,182.80066495918413
33,2010-08-27,0,94.0,3.022,126.0892903,9.495,0.19,68.9,100.59815075987694
40,2010-08-27,0,62.57,2.77,132.6932258,5.326,0.19,68.9,149.41313670900922
24,2010-08-27,0,67.0,2.885,132.6932258,8.117,0.19,68.9,166.08733418116472
29,2010-08-27,0,68.99,2.77,132.6932258,10.409,0.19,68.9,129.09679869518467
6,2010-08-27,0,85.71,2.619,213.0905324,6.973,0.19,68.9,169.43396204235486
43,2010-08-27,0,80.32,2.619,203.4799839,9.816,0.19,68.9,135.85183091190572
28,2010-08-27,0,93.19,3.129,126.0892903,14.18,0.19,68.9,160.4318352532957
21,2010-08-27,0,86.2,2.619,211.2241759,8.099,0.19,68.9,146.3385182534793
38,2010-08-27,0,93.19,3.129,126.0892903,14.18,0.19,68.9,111.4691360103431
20,2010-08-27,0,70.51,2.755,204.7900305,7.527,0.19,68.9,183.80343316747948
16,2010-08-27,0,65.66,2.731,190.3284922,6.868,0.19,68.9,131.37063636930145
37,2010-08-27,0,84.62,2.619,210.3292106,8.36,0.19,68.9,126.82651671987561
14,2010-08-27,0,71.36,2.755,182.6104063,8.743,0.19,68.9,185.71039070251805
4,2010-08-27,0,74.44,2.621,126.0892903,7.372,0.19,68.9,181.19455047240402
3,2010-08-27,0,86.15,2.619,214.8897938,7.346,0.19,68.9,115.11154978302193
31,2010-08-27,0,86.2,2.619,211.2241759,8.099,0.19,68.9,165.28252363307988
8,2010-08-27,0,74.92,2.619,214.9362793,6.315,0.19,68.9,147.88341343002298
15,2010-08-27,0,65.07,2.885,132.6932258,8.099,0.19,68.9,135.53345014491111
32,2010-08-27,0,74.95,2.731,190.3284922,9.017,0.19,68.9,158.49217325889623
5,2010-08-27,0,87.05,2.619,212.123908,6.496,0.19,68.9,108.0077060193749
42,2010-08-27,0,84.99,3.022,126.0892903,9.199,0.19,68.9,123.52397863282575
9,2010-08-27,0,84.01,2.619,215.1199536,6.442,0.19,68.9,126.45395799009009
19,2010-08-27,0,66.4,2.885,132.6932258,8.099,0.19,68.9,172.8128502153079
39,2010-08-27,0,84.31,2.619,210.3292106,8.36,0.19,68.9,168.34827199706407
26,2010-08-27,0,57.23,2.77,132.6932258,8.445,0.19,68.9,151.83800700403364
10,2010-08-27,0,84.99,3.022,126.0892903,9.199,0.19,68.9,177.83390088265162
27,2010-08-27,0,70.31,2.885,136.557015,7.982,0.19,68.9,181.79658228177632
30,2010-08-27,0,86.2,2.619,211.2241759,8.099,0.19,68.9,121.8515985230322
6,2010-09-03,0,82.15,2.577,213.0519222,6.973,0.19,68.2,171.35306207122545
16,2010-09-03,0,58.02,2.773,190.3621607,6.868,0.19,68.2,128.85338443773617
36,2010-09-03,0,82.29,2.533,210.2966631,8.36,0.19,68.2,120.88093901380233
17,2010-09-03,0,57.86,2.868,126.1019355,6.697,0.19,68.2,145.30603428186419
41,2010-09-03,0,64.13,2.773,190.3621607,7.335,0.19,68.2,161.60773193102108
43,2010-09-03,0,80.43,2.577,203.4507258,9.816,0.19,68.2,137.78257602365747
13,2010-09-03,0,65.71,2.868,126.1019355,7.951,0.19,68.2,182.89537688425375
34,2010-09-03,0,72.59,2.584,126.1019355,9.816,0.19,68.2,151.27544491979506
12,2010-09-03,0,83.12,3.087,126.1019355,14.18,0.19,68.2,155.94077603556462
38,2010-09-03,0,83.12,3.087,126.1019355,14.18,0.19,68.2,116.42377498681253
11,2010-09-03,0,84.94,2.577,214.8481685,7.346,0.19,68.2,164.49282554709333
18,2010-09-03,0,75.42,2.735,132.7248387,9.342,0.19,68.2,160.27369606144057
37,2010-09-03,0,82.29,2.577,210.2966631,8.36,0.19,68.2,126.70677068460755
26,2010-09-03,0,66.93,2.735,132.7248387,8.445,0.19,68.2,154.38209524039337
7,2010-09-03,0,49.84,2.773,190.3621607,9.017,0.19,68.2,128.23099133175
5,2010-09-03,0,84.06,2.577,212.0869176,6.496,0.19,68.2,111.55898736327218
14,2010-09-03,0,78.37,2.715,182.6042922,8.743,0.19,68.2,189.72151087887784
4,2010-09-03,0,76.8,2.584,126.1019355,7.372,0.19,68.2,183.52814005567927
8,2010-09-03,0,76.14,2.577,214.894576,6.315,0.19,68.2,148.35431258514527
19,2010-09-03,0,74.69,2.86,132.7248387,8.099,0.19,68.2,174.80014527641796
22,2010-09-03,0,75.85,2.735,136.5891118,8.433,0.19,68.2,155.89152875464387
9,2010-09-03,0,82.47,2.577,215.0779426,6.442,0.19,68.2,126.74983230199989
24,2010-09-03,0,73.52,2.86,132.7248387,8.117,0.19,68.2,166.64182585300304
2,2010-09-03,0,81.83,2.577,211.1886931,8.099,0.19,68.2,182.7032780657816
45,2010-09-03,0,78.37,2.715,182.6042922,8.743,0.19,68.2,143.1203875360578
32,2010-09-03,0,70.2,2.773,190.3621607,9.017,0.19,68.2,156.74752543396755
39,2010-09-03,0,82.13,2.577,210.2966631,8.36,0.19,68.2,165.92020340516996
40,2010-09-03,0,70.66,2.735,132.7248387,5.326,0.19,68.2,151.80046546302037
33,2010-09-03,0,90.82,3.087,126.1019355,9.495,0.19,68.2,102.25186402239214
28,2010-09-03,0,83.12,3.087,126.1019355,14.18,0.19,68.2,171.7443470834911
20,2010-09-03,0,75.5,2.715,204.7583566,7.527,0.19,68.2,188.23958389209417
3,2010-09-03,0,84.16,2.577,214.8481685,7.346,0.19,68.2,115.49616755233497
42,2010-09-03,0,83.8,3.087,126.1019355,9.199,0.19,68.2,127.68328421638952
31,2010-09-03,0,82.57,2.577,211.1886931,8.099,0.19,68.2,164.42746033258862
44,2010-09-03,0,65.71,2.868,126.1019355,7.804,0.19,68.2,108.77375536311402
15,2010-09-03,0,73.17,2.86,132.7248387,8.099,0.19,68.2,134.88152354544752
1,2010-09-03,0,81.21,2.577,211.5312479,7.787,0.19,68.2,172.2657164445154
10,2010-09-03,0,83.8,3.087,126.1019355,9.199,0.19,68.2,178.9301870896636
25,2010-09-03,0,71.17,2.715,204.7583566,7.527,0.19,68.2,137.58022848497728
35,2010-09-03,0,78.52,2.715,136.5891118,8.861,0.19,68.2,150.58700252769162
30,2010-09-03,0,82.57,2.577,211.1886931,8.099,0.19,68.2,123.19362182382874
27,2010-09-03,0,78.52,2.86,136.5891118,7.982,0.19,68.2,182.79622682843137
23,2010-09-03,0,72.91,2.735,132.7248387,5.326,0.19,68.2,167.93874360699817
21,2010-09-03,0,82.57,2.577,211.1886931,8.099,0.19,68.2,139.8812718796323
29,2010-09-03,0,75.85,2.735,132.7248387,10.409,0.19,68.2,131.2608894969103
22,2010-09-10,1,68.6,2.717,136.6212085,8.433,0.19,68.2,149.49623535500768
24,2010-09-10,1,67.11,2.837,132.7564516,8.117,0.19,68.2,170.19783861616435
30,2010-09-10,1,79.3,2.565,211.1532104,8.099,0.19,68.2,122.71487090112429
2,2010-09-10,1,79.09,2.565,211.1532104,8.099,0.19,68.2,180.94237053939892
25,2010-09-10,1,61.14,2.699,204.7266827,7.527,0.19,68.2,135.88228609324813
45,2010-09-10,1,70.87,2.699,182.598178,8.743,0.19,68.2,139.54231419889703
9,2010-09-10,1,77.7,2.565,215.0359315,6.442,0.19,68.2,124.8994906317478
32,2010-09-10,1,68.44,2.78,190.3958293,9.017,0.19,68.2,154.01244608572586
39,2010-09-10,1,79.94,2.565,210.2641156,8.36,0.19,68.2,163.6384257606974
41,2010-09-10,1,63.3,2.78,190.3958293,7.335,0.19,68.2,159.72089134013626
42,2010-09-10,1,84.04,2.961,126.1145806,9.199,0.19,68.2,131.8777253586922
44,2010-09-10,1,65.74,2.87,126.1145806,7.804,0.19,68.2,107.47228257961264
19,2010-09-10,1,63.36,2.837,132.7564516,8.099,0.19,68.2,173.83665499544455
10,2010-09-10,1,84.04,2.961,126.1145806,9.199,0.19,68.2,177.63303164591102
26,2010-09-10,1,54.82,2.717,132.7564516,8.445,0.19,68.2,154.5750941255043
5,2010-09-10,1,79.86,2.565,212.0499271,6.496,0.19,68.2,109.85826764547531
6,2010-09-10,1,78.78,2.565,213.013312,6.973,0.19,68.2,168.56883498176487
27,2010-09-10,1,70.38,2.837,136.6212085,7.982,0.19,68.2,182.93884937547705
43,2010-09-10,1,81.32,2.565,203.4214677,9.816,0.19,68.2,139.5778445175235
28,2010-09-10,1,83.63,3.044,126.1145806,14.18,0.19,68.2,162.43461441190652
1,2010-09-10,1,78.69,2.565,211.4951902,7.787,0.19,68.2,171.24406511320802
8,2010-09-10,1,74.34,2.565,214.8528728,6.315,0.19,68.2,145.16299021753352
33,2010-09-10,1,91.77,2.961,126.1145806,9.495,0.19,68.2,106.32647824613366
36,2010-09-10,1,80.58,2.513,210.2641156,8.36,0.19,68.2,121.12923836690493
38,2010-09-10,1,83.63,3.044,126.1145806,14.18,0.19,68.2,112.74291417607004
21,2010-09-10,1,79.3,2.565,211.1532104,8.099,0.19,68.2,136.92525567514906
12,2010-09-10,1,83.63,3.044,126.1145806,14.18,0.19,68.2,148.54133720690058
34,2010-09-10,1,72.61,2.574,126.1145806,9.816,0.19,68.2,149.85786873778423
13,2010-09-10,1,65.74,2.87,126.1145806,7.951,0.19,68.2,179.09304608733152
35,2010-09-10,1,70.38,2.699,136.6212085,8.861,0.19,68.2,151.15888169692735
16,2010-09-10,1,57.24,2.78,190.3958293,6.868,0.19,68.2,128.54931941991882
11,2010-09-10,1,81.93,2.565,214.8065431,7.346,0.19,68.2,161.902986961603
15,2010-09-10,1,62.36,2.837,132.7564516,8.099,0.19,68.2,135.07648861287532
31,2010-09-10,1,79.3,2.565,211.1532104,8.099,0.19,68.2,164.64189933570398
3,2010-09-10,1,80.84,2.565,214.8065431,7.346,0.19,68.2,114.22387409224191
17,2010-09-10,1,56.28,2.87,126.1145806,6.697,0.19,68.2,160.77848774811036
37,2010-09-10,1,80.58,2.565,210.2641156,8.36,0.19,68.2,126.69765781405708
23,2010-09-10,1,63.21,2.717,132.7564516,5.326,0.19,68.2,163.39586242067378
14,2010-09-10,1,70.87,2.699,182.598178,8.743,0.19,68.2,189.94247623017264
18,2010-09-10,1,67.09,2.717,132.7564516,9.342,0.19,68.2,153.2827001063485
29,2010-09-10,1,68.6,2.717,132.7564516,10.409,0.19,68.2,125.36177705202535
20,2010-09-10,1,65.02,2.699,204.7266827,7.527,0.19,68.2,185.57348052853848
4,2010-09-10,1,73.54,2.574,126.1145806,7.372,0.19,68.2,181.66561677254347
40,2010-09-10,1,62.75,2.717,132.7564516,5.326,0.19,68.2,151.4040997631577
7,2010-09-10,1,48.5,2.78,190.3958293,9.017,0.19,68.2,128.4324171561039
23,2010-09-17,0,55.3,2.716,132.7670667,5.326,0.19,68.2,159.20680044341756
43,2010-09-17,0,78.86,2.582,203.4499286,9.816,0.19,68.2,139.73495977378352
38,2010-09-17,0,82.45,3.028,126.1454667,14.18,0.19,68.2,112.74531000775092
12,2010-09-17,0,82.45,3.028,126.1454667,14.18,0.19,68.2,146.19565489610193
34,2010-09-17,0,70.71,2.594,126.1454667,9.816,0.19,68.2,147.7272062236329
6,2010-09-17,0,81.78,2.582,213.0398643,6.973,0.19,68.2,164.65442254177867
27,2010-09-17,0,64.5,2.846,136.6338071,7.982,0.19,68.2,174.9925315504016
5,2010-09-17,0,82.28,2.582,212.0769346,6.496,0.19,68.2,107.37678341262432
35,2010-09-17,0,64.5,2.706,136.6338071,8.861,0.19,68.2,145.1638845004294
8,2010-09-17,0,75.32,2.582,214.8785562,6.315,0.19,68.2,145.41901007379585
4,2010-09-17,0,64.91,2.594,126.1454667,7.372,0.19,68.2,182.5797358635239
20,2010-09-17,0,65.28,2.706,204.7513279,7.527,0.19,68.2,183.85543171341317
19,2010-09-17,0,58.68,2.846,132.7670667,8.099,0.19,68.2,167.32835781009118
42,2010-09-17,0,85.52,3.028,126.1454667,9.199,0.19,68.2,128.5061134690772
40,2010-09-17,0,55.34,2.716,132.7670667,5.326,0.19,68.2,146.29876127390347
24,2010-09-17,0,60.31,2.846,132.7670667,8.117,0.19,68.2,163.41198092279092
45,2010-09-17,0,66.55,2.706,182.622509,8.743,0.19,68.2,139.3008428808853
15,2010-09-17,0,57.94,2.846,132.7670667,8.099,0.19,68.2,131.50922478291687
9,2010-09-17,0,81.19,2.582,215.0615285,6.442,0.19,68.2,123.33510005359602
1,2010-09-17,0,82.11,2.582,211.5224596,7.787,0.19,68.2,168.77044668137844
17,2010-09-17,0,58.53,2.875,126.1454667,6.697,0.19,68.2,147.06534365416448
29,2010-09-17,0,62.49,2.716,132.7670667,10.409,0.19,68.2,123.35772427566678
31,2010-09-17,0,83.03,2.582,211.1806415,8.099,0.19,68.2,164.14859081109265
11,2010-09-17,0,83.04,2.582,214.8322484,7.346,0.19,68.2,161.32555789608134
28,2010-09-17,0,82.45,3.028,126.1454667,14.18,0.19,68.2,159.23271478653882
25,2010-09-17,0,60.13,2.706,204.7513279,7.527,0.19,68.2,134.30982616817752
14,2010-09-17,0,66.55,2.706,182.622509,8.743,0.19,68.2,183.9905910324255
30,2010-09-17,0,83.03,2.582,211.1806415,8.099,0.19,68.2,123.23158807974092
37,2010-09-17,0,82.1,2.582,210.2924504,8.36,0.19,68.2,126.06652708114636
36,2010-09-17,0,82.1,2.55,210.2924504,8.36,0.19,68.2,122.67954024915612
22,2010-09-17,0,62.49,2.716,136.6338071,8.433,0.19,68.2,149.23079514837644
16,2010-09-17,0,56.55,2.8,190.4688287,6.868,0.19,68.2,127.50574076835468
13,2010-09-17,0,66.84,2.875,126.1454667,7.951,0.19,68.2,179.59870053046433
2,2010-09-17,0,82.05,2.582,211.1806415,8.099,0.19,68.2,179.69929154469784
7,2010-09-17,0,48.56,2.8,190.4688287,9.017,0.19,68.2,125.22746861115392
32,2010-09-17,0,67.17,2.8,190.4688287,9.017,0.19,68.2,154.6465792370291
44,2010-09-17,0,66.84,2.875,126.1454667,7.804,0.19,68.2,107.03467570036446
18,2010-09-17,0,60.94,2.716,132.7670667,9.342,0.19,68.2,152.72394189663657
41,2010-09-17,0,62.4,2.8,190.4688287,7.335,0.19,68.2,157.34975868320782
10,2010-09-17,0,85.52,3.028,126.1454667,9.199,0.19,68.2,177.52501650439302
3,2010-09-17,0,82.36,2.582,214.8322484,7.346,0.19,68.2,115.19430063900705
26,2010-09-17,0,50.08,2.716,132.7670667,8.445,0.19,68.2,149.4647137289368
33,2010-09-17,0,89.43,3.028,126.1454667,9.495,0.19,68.2,103.31166104576567
21,2010-09-17,0,83.03,2.582,211.1806415,8.099,0.19,68.2,137.504194187583
39,2010-09-17,0,81.83,2.582,210.2924504,8.36,0.19,68.2,162.68202308533898
3,2010-09-24,0,76.9,2.624,214.9084516,7.346,0.19,68.2,114.52851026500852
7,2010-09-24,0,47.55,2.793,190.5713264,9.017,0.19,68.2,125.12732664838074
21,2010-09-24,0,80.79,2.624,211.2552578,8.099,0.19,68.2,136.79106622494905
37,2010-09-24,0,79.17,2.624,210.3664469,8.36,0.19,68.2,125.5733502969238
35,2010-09-24,0,67.08,2.713,136.6317821,8.861,0.19,68.2,141.47891336013245
41,2010-09-24,0,60.11,2.793,190.5713264,7.335,0.19,68.2,157.34074798968257
40,2010-09-24,0,55.63,2.718,132.7619333,5.326,0.19,68.2,145.78842476350368
30,2010-09-24,0,80.79,2.624,211.2552578,8.099,0.19,68.2,122.20190460838201
29,2010-09-24,0,65.14,2.718,132.7619333,10.409,0.19,68.2,123.4754304762742
16,2010-09-24,0,58.19,2.793,190.5713264,6.868,0.19,68.2,126.76930636744501
8,2010-09-24,0,72.21,2.624,214.9547795,6.315,0.19,68.2,142.28628659542383
31,2010-09-24,0,80.79,2.624,211.2552578,8.099,0.19,68.2,161.8599839707035
17,2010-09-24,0,58.39,2.872,126.1900333,6.697,0.19,68.2,146.19535354039206
13,2010-09-24,0,68.22,2.872,126.1900333,7.951,0.19,68.2,177.20633691747466
34,2010-09-24,0,69.78,2.642,126.1900333,9.816,0.19,68.2,146.89018234031028
38,2010-09-24,0,81.77,2.939,126.1900333,14.18,0.19,68.2,112.21136474703805
33,2010-09-24,0,91.18,2.939,126.1900333,9.495,0.19,68.2,101.58899230044472
11,2010-09-24,0,77.36,2.624,214.9084516,7.346,0.19,68.2,159.62368147375366
12,2010-09-24,0,81.77,2.939,126.1900333,14.18,0.19,68.2,146.14970463376915
36,2010-09-24,0,79.17,2.578,210.3664469,8.36,0.19,68.2,119.9351840023959
18,2010-09-24,0,64.82,2.718,132.7619333,9.342,0.19,68.2,150.68408862022042
4,2010-09-24,0,60.96,2.642,126.1900333,7.372,0.19,68.2,180.16317948013554
14,2010-09-24,0,68.59,2.713,182.6696737,8.743,0.19,68.2,182.04383569269567
43,2010-09-24,0,77.42,2.624,203.5216786,9.816,0.19,68.2,135.56092846488914
20,2010-09-24,0,69.37,2.713,204.8182126,7.527,0.19,68.2,179.58225121362182
28,2010-09-24,0,81.77,2.939,126.1900333,14.18,0.19,68.2,157.37438145167886
5,2010-09-24,0,78.53,2.624,212.1519404,6.496,0.19,68.2,108.48933599866841
10,2010-09-24,0,85.75,2.939,126.1900333,9.199,0.19,68.2,175.73371631152435
27,2010-09-24,0,67.08,2.837,136.6317821,7.982,0.19,68.2,174.00440056972283
6,2010-09-24,0,76.49,2.624,213.1152886,6.973,0.19,68.2,163.49369612866448
26,2010-09-24,0,52.47,2.718,132.7619333,8.445,0.19,68.2,146.94183192825682
39,2010-09-24,0,78.5,2.624,210.3664469,8.36,0.19,68.2,160.72500130288893
19,2010-09-24,0,63.43,2.837,132.7619333,8.099,0.19,68.2,164.99577778458044
9,2010-09-24,0,77.15,2.624,215.1378313,6.442,0.19,68.2,122.54444443408086
23,2010-09-24,0,57.75,2.718,132.7619333,5.326,0.19,68.2,156.87144917828363
45,2010-09-24,0,68.59,2.713,182.6696737,8.743,0.19,68.2,137.16090883434495
32,2010-09-24,0,64.19,2.793,190.5713264,9.017,0.19,68.2,155.6045886541177
15,2010-09-24,0,62.53,2.837,132.7619333,8.099,0.19,68.2,129.27973759580678
44,2010-09-24,0,68.22,2.872,126.1900333,7.804,0.19,68.2,107.24380452980007
24,2010-09-24,0,64.3,2.837,132.7619333,8.117,0.19,68.2,159.59754663744016
2,2010-09-24,0,81.79,2.624,211.2552578,8.099,0.19,68.2,177.74808362623452
1,2010-09-24,0,80.94,2.624,211.5972246,7.787,0.19,68.2,166.14639285877914
25,2010-09-24,0,65.06,2.713,204.8182126,7.527,0.19,68.2,133.03381714457458
22,2010-09-24,0,65.14,2.718,136.6317821,8.433,0.19,68.2,148.52579520305076
